order,status,state,preorder,waybill,downloaded,error
1085040615,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084967436,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084961134,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084920892,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084877302,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084782512,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084781861,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084713338,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084703882,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084699120,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084562974,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1075259235,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074511233,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074384744,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1084509090,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084476719,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084414409,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084412417,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084407609,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084383814,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084307745,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084197212,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084162661,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084074454,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084071695,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1084057052,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1084021660,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1083970266,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1083884975,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1083863900,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
1083836777,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,False,,no,
