order,status,state,preorder,waybill,downloaded,error
1079573104,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079567996,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079533650,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079498282,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079384533,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079346725,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079193451,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079165986,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078977421,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078713459,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078679599,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078488350,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077707394,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071522311,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075972268,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075799428,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075622309,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075255905,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075202702,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075008532,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074669853,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1064508228,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1073167944,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1073153948,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1073098071,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071478224,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071305107,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
