order,status,state,preorder,waybill,downloaded,error
1080541236,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080428675,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080266954,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1069777705,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1069771997,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1069522242,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079747244,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079383248,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079268651,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079249541,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079214377,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079201459,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079092264,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078888046,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078839619,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078786512,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078749815,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078266710,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078262231,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078161615,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077591748,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077478848,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077424304,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077364045,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1066631975,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075658604,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075638549,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075236634,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075113104,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074561383,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074424533,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074223194,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1073595281,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1073593698,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1073162311,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1072039987,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1061806292,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071111240,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1070950732,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
