order,status,state,preorder,waybill,downloaded,error
1081311122,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1081096696,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1081069364,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1081019392,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1081009712,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071685312,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071558729,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080968718,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071451528,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071031157,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080956460,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080924605,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080920863,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080809675,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078266710,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080610064,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080534279,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080428675,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1072227744,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1070668876,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080371140,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1080327599,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1070418309,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1070031620,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1070319469,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1069996920,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079967535,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077249240,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1071221030,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079151403,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1079128193,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078940845,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078812860,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078298228,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1078187848,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1077999335,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1076845620,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1075444304,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1074927803,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1064008231,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1062882654,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1065144658,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
1064453692,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,True,,no,
