SKU,PhotoURL
140483055_597419233,https://resources.cdn-kaspi.kz/img/m/p/p5b/p08/45242183.jpg?format=gallery-large
140526625_846077707,https://resources.cdn-kaspi.kz/img/m/p/pbc/pa9/45382339.jpg?format=gallery-large
140665123_546839722,https://resources.cdn-kaspi.kz/img/m/p/pd9/pf0/45874241.jpg?format=gallery-large
141099905_269016274,https://resources.cdn-kaspi.kz/img/m/p/p00/pfd/51689544.jpg?format=gallery-large
141338454_389398628,https://resources.cdn-kaspi.kz/img/m/p/p9f/p43/48816032.jpg?format=gallery-large
141338631_503953024,https://resources.cdn-kaspi.kz/img/m/p/p27/pd4/48816744.jpg?format=gallery-large
141487282_714607697,https://resources.cdn-kaspi.kz/img/m/p/pa3/pa5/49362759.jpg?format=gallery-large
141675136_613318019,https://resources.cdn-kaspi.kz/img/m/p/pd0/pa8/49995717.jpg?format=gallery-large
141831524_045858389,https://resources.cdn-kaspi.kz/img/m/p/p51/pbb/162313677.bin?format=gallery-large
141921315_322233351,https://resources.cdn-kaspi.kz/img/m/p/p61/p58/50921414.jpg?format=gallery-large
142023401_415016886,https://resources.cdn-kaspi.kz/img/m/p/p31/p5e/51309160.jpg?format=gallery-large
142027968_811062246,https://resources.cdn-kaspi.kz/img/m/p/p21/pab/51323380.jpg?format=gallery-large
142040856_451176644,https://resources.cdn-kaspi.kz/img/m/p/pdd/p20/51363580.jpg?format=gallery-large
142261851_024122520,https://resources.cdn-kaspi.kz/img/m/p/p12/p43/52178845.jpeg?format=gallery-large
142343497_508428154,https://resources.cdn-kaspi.kz/img/m/p/pfc/p37/52445667.jpeg?format=gallery-large
142552194_032068077,https://resources.cdn-kaspi.kz/img/m/p/p21/p6d/53126571.png?format=gallery-large
142554110_550220170,https://resources.cdn-kaspi.kz/img/m/p/p7f/pea/53133072.jpg?format=gallery-large
142585673_586594714,https://resources.cdn-kaspi.kz/img/m/p/p7e/pf7/53243719.jpg?format=gallery-large
142681338_761804275,https://resources.cdn-kaspi.kz/img/m/p/p61/p04/53608233.png?format=gallery-large
142933377_222640742,https://resources.cdn-kaspi.kz/img/m/p/ped/pa5/54552611.jpeg?format=gallery-large
