order,status,state,waybill,downloaded,result,error
1085689473,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/QmFSQ2tRQWE1N0tlOHZkaVRTOWdzQS4uWTdvY2NTN21KQnQ1dzMzeFl5NllyUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085687503,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/bEtqTmVrTlpCOVQ5cW1PRmJCUWkxdy4uSWNrVEVCVnNaWkktcFlFUjdzNE1uUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085601647,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/eUJBeDMwMDM4b1N1djFqbWR4NmhXQS4uajNITXlTNWo2a1BsQ3Bmbkd5eGk3Zy4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1085578483,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/ZHBXZllUZEtEUUg3WWp2TDE2QU5kdy4ud3AyczVPNC1KOFplOHp4NzR0YTJsdy4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1085568092,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/dmlvRk9JTHRBZHdRelRFMjREN3JHUS4uUG0zaUZ5WTAwSHBFcmo2a0w0c19yUS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1085540674,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/RmtzQXJGa29aMHdLU3AxN1pPaVVDQS4ud0hDVHZRbVFRSFo3bWtuTFRESFZCUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085502215,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/eVFvbjZFNC05c0duNFRFNUVkSkZSUS4uSkhucURSNW1UZzR5UVhqbXRUMHpjQS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1085446276,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/d2w0RmNEWE52Z1JOeEVTUlYyMjBCZy4uUndJWEtPcl9IUnF6al9aci1NR1BTQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085351817,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/cTBLdzkyVHBKZ3E3azdWZkJ4NktRdy4uR3NkbHZKZ0hNQ2o1Rms2ZENOdUZCUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085307778,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/NWw1WFZ4WTF5SVlieVBTNlpLVmNaZy4udzE2bUFUMVllanVGd2dBcFZRVFM1US4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085291367,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UXU5b0xSU05yUFdobkdlMWZ4eFB2dy4uNVZYZWNTdDBvS0NLQnRpOWFTVkMzdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085269843,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/YWN2bGhfUG9VQk1DZFJySENzN2xuUS4udmVuazNCTk15WUlSRFpIcDljNHZMUS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1085248577,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/QzNvQThoYmJnajkzRmZaY3RRblMxUS4uSFhHWWM3WEJ4YnplSkdvSGVMdVlsdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085189326,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/c0pDeDVvWFhhcU9ydlVCeU92NE1CUS4uRkNDdHFRZmViUlVGdDZOVENMeVVRZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085181746,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/MTczNWtZdW1UTll6eU0xNk9Fc1Q5dy4uTjdPTTIwUEk5T1V2M1BJQzVjNk9sQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1085162330,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/djdzeTJxRFhzRU9WVENNdVMxTUNKUS4uT3g1WTZ2T0NVUnNoQW02VUVXNThtdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084910397,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/R3V2RGc4eFJBR3NRaVhCQjl1X3hwQS4uRmZvSjY5c3o1YlhFUE83bFgxMGs5Zy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084842795,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/QmM1Qk42Uk1CbTNLWGtQX0E3MUU4QS4uWXRjTVhZZXFhT3htX1NKV2RLZDR5QS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084772770,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/MkRWRmszY0JaQ1hCX1FhT2FodGI2dy4uc1R5RW1wWnpiSEJyZW1DRG1WSC10dy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084770543,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/d3RCbGFRYnJ4ZXdDS2dYS3RLcjMydy4uY2hKbTFOTC1xU1lSMGY4bDBtdXpGQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1075048219,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/eVZZeHVLelpOaFpyVEVzZkl4MUtnZy4ucURtWlFWYkVYaEs1TlN2UlJLUEVRUS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1084384355,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/aTV0VjR3RDZBdi16ZHdFRTRXQVdZdy4uSkhkam1wVWFOZ19WWFNkQWdYeHI4US4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084104517,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/R1pncVRIR0hneEplU21IZUNYc0xkdy4uZGV2WTZlYnVuS2w4MEJ2eV9aOUw3QS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084087506,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UHNYaFRBQmFsdU1oeVFmWFJNM0piQS4udFNVZVBXRm45NUpyUFRpUDA4Z3ZQdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1084009229,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/U2N0SUZwS3FKaElLWEtrcUY5NVk5QS4ucVRtZ0IweFZ5LU1ESXMxOHJfVnFoUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083983153,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/NThmOTJNVnNFcWI1NmREaGxZZkdmdy4uZ0s0c3ZiYTBCWFRTRkt4M3lVQU4xUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083954099,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/bGd3Y2pxZnRhS3R4LVd5cFVxWVEzdy4uV3phcDFOdVRWMk5lYzBHaHZZZWpVdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083713209,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/SHB2YlBlUjlwYmFDTmYtMnRqMFlody4uRVdlLVdST1ZqVTA5S1hUcVRLWTFody4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083676763,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/eFZEQ1R3N1pCQWxYMkpET1dMalFyUS4uVENtTTNGUk8wTjJnYUdEb3BMUzd3US4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083678559,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/LUdvTHhvZzV1eHRQNUM1VUM3eGt1QS4uOFNiU3lnM3ZwVVcwNW5BOF9OQ1dwQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083624383,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/N2p0ZXplbllGaFJBU1VaZ0h1SWZ4dy4uaTNQSlNzQm83OG1lT1hTcThNdmFrUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1074157362,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/LUROZXdkYUdsY0JaQ0diWHJybldSZy4uLVdoMG9GOWdnM0xJdGtYLVJzY3RIdy4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1073903512,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UFEyS2JONHlnb1ZldW55Tk5mQjNydy4udzBoLUxoUUZNNVBua2xYQWlTX1BzUS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1073833866,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/c0FYRkhoeFZmWVMyM3dEZkNaV0NwUS4uMTR2aXo2dmpTakRfRUdTRWpzamlaZy4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1073182355,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/bXdHYmlNZXBHa040SUd4V2ZmcjQ0dy4ub0x6dkdvR3MxQl90dEMtLXdKM3VaQS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1083310725,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/SGhVRHRPUlQ5TU0yRWhBejUyWEdrdy4uOThib2lBTWhuMDNVOTVoX0lpSkVhdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1083080262,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/MnBmMnhRXzNtSjhTcmg4eWs1emNOQS4uV0dKY1FmMWtQWm9vV3dVYlFhMERQQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082957060,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/dTlPR3pGZllGYjloVjEwVEFldUdYUS4uRkZGdU5DVVY4YWNDX0psQ0xxMTVYdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082864651,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/eThob0FONzBia3BnU3dUVHFlRVNMZy4uV2dFX3lRcFVuQlFUajJ3ZDlRbDFSQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082741921,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UGtQT3pXeGdibWtOMzZZcUtNYWxsUS4uX1FlTU5DN1ZFUHlZMkFBLUlVWFQwZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082518460,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/dGdlRXd2LTdGZHc4aG13N2JTUHNSdy4uSEFNY1JELWZOX0RwcFpTYzM5WmxaUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082458226,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UnlkcTVROXN2V1BzVG1kamV0V3AxUS4uZUIybS1pTHBpczNpVDBwVUN2d29jUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082430662,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/Nnc0NXYtYXlSck8yVGxOOEVTWndvQS4uMGVSaFU1b1Rqc1lCUlM3c2JLVmx2US4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082337067,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/NUN0UC16aklsQXJVVUVrUFlzaU5qZy4ucWFGbjR1dG9zbnlsaWMyRkNRWjhsQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082216702,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/MXFVOFBJVXJVUUxWRFUyQU5lQ2x3Zy4uaVQwNm1lN0c5SlEzelZ1UGZzcU1lQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1082150515,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/ZG1YVE5qcjl5NnJwNTYyeUpxMVVLQS4uWjBkQTFDVG9CcVUwSmRWRG9ERGlPUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1081715306,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/RFYtRjFtQ0w5bVZtVGFOamsxaVhrZy4uTlY1X2VyMFRzLXlwd1Fub2w2cmtoZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1081551792,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/U2k4d3RHUlFUZU5sV1U3RkdMaFdqZy4uQktmdkM3OS0tOTdJbTdRRGx6d3NyUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1081094842,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/YnZpQmZVQ0dDdFE1NFFJRWs0cVhqUS4uUE9uUmtsQlZzRnhKQjVBb0h1b3RrZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080909028,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/YVlwM0ZRUVd4LU5ORmVrOG5qb2hzQS4uaTk4aEJJYk9CNlpJNVhpOTN0V2FiQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080904676,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/bzYyTUQya1hJOU1VQmtLUGstVEhPdy4uUHRiNFRKVmlmRlB0ZUVyREFBeEF2dy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080875569,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/aEN5aHNiNy1VNzhwYnhON1lScHl5dy4ucW5XQXpzV1FDMi10MG5rRmhDb3hLZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080740367,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/cl92SV9xa010LUVWNjNMWkdsR1o3US4uSVcwZzdDVjh0ekVhTEVLSUxsWWlOUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080603980,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/LXQxRGEtNzZoQnNsc1dsSHhveWlWUS4uNVhaLTY3ZGF5SnM4bUpuYkg0bmVpUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080510849,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/bm1ibUtRY29GOHJBTnVGQmhWSnVWQS4uOW9RQzk0ZDZVbXdIWDhtTFJ3OXJBQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080463235,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/LWNDdW90UVY0MERWUXY5R3d5dXBBZy4ubGstSWwwcmVqSXg5RGV6MWV6d1NuQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1080390843,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/c2NndC1qOTNWaDdFbHZIZHhWTHlVUS4uUUxVR1dESkFRSDNBTEt3U2dKNnpHZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1070680494,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/NHJKRkNWdURwcnVHT0JsUnN0MFZCZy4uOTk3TG1adDNPUXhBSmk1clNIMmhBZy4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1069751307,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UHVWRkpIaXQtWE1vY2drQ2RFUVNpZy4uNGRwWjdkR242ay05akJPOHpRQzJVdy4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1070248214,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/ZFloYTdkT2NLQ196b2dZYU55OVp2US4uYkZ5TFlwczhrUzNBTDByMTZRSTV2QS4u,yes,Заказ переведён в «Передача»; Kaspi готовит PDF накладной,
1079799543,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/TENDaUxEU016amZvNk1ZNUZaZmk5QS4uRi1raGdIZlBtcWRRWS1CSVpONWJjUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1079531480,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/VjNUdlg2RnFWaXVqVVlRMHBXN2Q1QS4uRnh0TC1halZISk1RNER0dFg3RFpxZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1079485606,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/VlpRVjM1ckZfcWVldll3VmlsWEFfQS4uNklwQXhhSlNBV1lCaUNJN1J2U3M2Zy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1079386927,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/amJrbHJ2RmIxYU53OWlnYUhUOHotUS4uYThaSzhpTVIteGRXMFVhTzFyWEhJdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1079278954,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/ZThmMk51dFdHdWtxcXk1R1dXQjhpdy4ubkowVWI2Ukl0eU13WlQxc295N3JzUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1079139346,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UkZkOG1JTllfSXBDWnhTQWRuVzlVQS4uU2lkV2ZVYkh1bU9WY1p6Znc4RHBzZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1079112784,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/NVUwOURKVHJkQ2F0aGtkX0FrVWpDZy4ubzZWelE0andSdlFXeWZKRy1UNWQzZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1078692697,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/RWRrZ1g2OENEc3p1dGFvOHJ3QXpHZy4ueU1KZm1GaTBRbVZDeUliUjUzRWhuUS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1078688063,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/LU1YT2ZGd25LakhYYzIwdjZERkp0Zy4uRTdLRHctMUN1T0VqY3VRZVU4OEgwQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1078661004,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/MzliZUVpeXQ1TlBLTXIybExaZkJjdy4uY3JqWWQ5RnhHM1pzRkZxN2lMcVVjdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1078382833,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/V2VjTFJvN3FBZ1RtRWsxNzRGclg3US4ubnhTNi1Xd2E5OHNBdUM5QmZCdlEwdy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1077994206,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/c25taGh1d0I1akNwWlRkaGNoVmpvUS4uWExOZENYT25lcTNMV1hlMWNYV1FzZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1077874312,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,,no,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1077657464,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/MEgwYlJ6ZkxNU0xoMG5uQzB2U0tyUS4uT2sxQzMtamwzckROdHc0Y21LdTZEQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1077634887,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/TjFjSmtVdGZLcWpDcERScFYwYlliQS4uSUpXT3pJM2hyaWx5R05ZZzNoQXhHZy4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
1077510898,ACCEPTED_BY_MERCHANT,KASPI_DELIVERY,https://kaspi.kz/shop/api/waybill/UGcxU055SUE0cl8xR0p5SHJlaXhVZy4ud2tXRzBtY2taRnZNLWp6QkEzUWZRQS4u,yes,«Прибыл» установлен и заказ переведён в «Передача»; Kaspi ещё готовит ссылку на накладную,
